Date,Open,High,Low,Close,Adj_Close,Volume,Log_Return_Close_Close,Log_Return_Open_Close,Log_Return_High_Low,Log_Return_Open_Open,Log_Return_Close_Open,Differenced_Adj_Close
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,86.87106323242188,116074400,0.0007036326985136515,0.0016723363047179522,0.004924797246795417,0.0022929237335345552,-0.0009685284781517877,0.06110382080078125
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,87.2377700805664,131091100,0.004212392713356035,0.00606091217230967,0.010109545158647704,-0.00017616635903273877,-0.001848502663750808,0.36670684814453125
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,87.52806854248047,126402800,0.0033221450049359144,0.005952922314744664,0.008410764997257939,0.003430228005670094,-0.00263068416663947,0.2902984619140625
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,87.65030670166016,106375700,0.001395585258159585,-0.003045983524018969,0.007760420937441181,0.01039448966736549,0.004441567352620711,0.1222381591796875
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,86.83284759521484,163333500,-0.0093701319277931,-0.002723698489548913,0.008706011656135314,-0.009692288016108516,-0.0066463044920895544,-0.8174591064453125
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,87.5662841796875,161822000,0.008411061465453217,0.00586260417595231,0.013753444064080638,-0.00017553766824339454,0.0025481608213055937,0.7334365844726562
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,87.80310821533203,115718800,0.0027008610382073164,0.0038357857589294796,0.006272901109254369,0.004727735366915351,-0.0011348688090369924,0.23682403564453125
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,86.81757354736328,212283100,-0.01128783970317486,-0.009546019455408887,0.014383684553975486,0.002094106793417483,-0.0017416789655119453,-0.98553466796875
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,87.90240478515625,139172700,0.01241810111272802,0.012594138914214773,0.013466458825605494,-0.009721999768090768,-0.00017598031268196109,1.0848312377929688
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,87.00858306884766,216490200,-0.010220392757636327,-0.003418501753758329,0.012927178124273268,0.0057919953785024,-0.006802143535712338,-0.8938217163085938
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,85.33546447753906,344859600,-0.01941663990641051,-0.019679752836367127,0.024001498906369573,-0.003155135090382998,0.00026336666337537147,-1.6731185913085938
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,83.43318939208984,345942400,-0.022543945302281553,-0.01805772854616179,0.024001528873086393,-0.0241660772178865,-0.0044863243815193715,-1.9022750854492188
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,83.86101531982422,186937500,0.005114664445475779,-0.004000391278630379,0.009098415659191287,-0.008942725976282649,0.009115002569879084,0.427825927734375
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,83.50955963134766,211168800,-0.004199737082269418,-0.00027440000295001437,0.01302920614974144,-0.007925368422341678,-0.003924977143711244,-0.3514556884765625
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,83.90684509277344,271863600,0.004746084564755176,0.006027448952301419,0.01602524995884856,-0.0015559764543220014,-0.0012815764513719509,0.39728546142578125
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,82.94424438476562,316104000,-0.011538568803338213,-0.014811047223123475,0.021452934014613068,0.0092998871363475,0.003272438184046105,-0.9626007080078125
2010-01-29,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,82.04275512695312,310677600,-0.010928112300442671,-0.015247733597908944,0.023777747084793306,-0.010491374871488273,0.004319672351635075,-0.9014892578125
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859375,83.31856536865234,187865000,0.015430882545770293,0.008379000604034967,0.014499027574953038,-0.008195629276548991,0.0070521043213598155,1.2758102416992188
2010-02-02,109.26000213623047,110.58999633789062,108.87999725341797,110.37999725341797,84.32701110839844,216327900,0.01203083224171862,0.010198550609007954,0.015583302855539063,0.010211216011398282,0.0018322154073634725,1.0084457397460938
2010-02-03,109.87999725341797,110.4800033569336,109.51000213623047,109.83000183105469,83.90684509277344,172730700,-0.004995033683708008,-0.00045510375890519395,0.008818650691185145,0.005658453711497971,-0.004540096897510065,-0.420166015625
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140625,81.3169937133789,356715700,-0.031352176995499165,-0.02358294091174693,0.024229550559963838,-0.008224426272716948,-0.0077693225138117826,-2.5898513793945312
2010-02-05,106.55999755859375,106.87999725341797,104.58000183105469,106.66000366210938,81.48506927490234,493585800,0.00206478490692203,0.000938055625892693,0.021754337821889215,-0.02245622607717563,0.0011267148345713294,0.1680755615234375
2010-02-08,106.73999786376953,107.33000183105469,105.80999755859375,105.88999938964844,80.89682006835938,224166900,-0.007245288033360589,-0.007995137214049215,0.01426320771090101,0.001687767011413028,0.0007497113855203946,-0.5882492065429688
2010-02-09,107.12999725341797,108.1500015258789,106.2699966430664,107.22000122070312,81.91288757324219,337820500,0.012481819556784884,0.0008397851477992181,0.017536172712100125,0.0036470737442271146,0.011642210958276316,1.0160675048828125
2010-02-10,107.05000305175781,107.5999984741211,106.11000061035156,107.01000213623047,81.75247192382812,240511500,-0.0019602889857272348,-0.00037373554165633923,0.013944335909089849,-0.0007469810931531629,-0.0015867662409525416,-0.1604156494140625
2010-02-11,106.87000274658203,108.25,106.25,108.12999725341797,82.60808563232422,223591600,0.010411517826745027,0.011721013319684713,0.018648559078072995,-0.0016828753064505259,-0.0013091397647941262,0.8556137084960938
2010-02-12,106.98999786376953,108.0999984741211,106.51000213623047,108.04000091552734,82.53934478759766,304622100,-0.0008324785741040878,0.009766185214503039,0.01481781301803099,0.001122183946857612,-0.010598829372827013,-0.0687408447265625
2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376953,83.83805084228516,159317500,0.015611885587833687,0.008051253551730012,0.01865261774694733,0.017327306428932706,0.007561121214429702,1.2987060546875
2010-02-17,110.2699966430664,110.41000366210938,109.73999786376953,110.26000213623047,84.23534393310547,168845100,0.0047276230877975915,-9.064079171181658e-05,0.0060868304547804465,0.012869214714920904,0.004817961163190972,0.3972930908203125
2010-02-18,110.08000183105469,111.13999938964844,110.04000091552734,110.91000366210938,84.7319564819336,193708600,0.005878225876654542,0.007511703816510297,0.009946717983714708,-0.0017244825088441182,-0.0016338417171323659,0.496612548828125
